[START]
(45, 9)
(45, 11)
(45, 13)
(45, 14)
(45, 16)
(45, 18)
(45, 20)
(45, 22)
(45, 24)
(46, 27)
(46, 28)
(46, 29)
(46, 30)
(46, 31)
(46, 33)
(47, 34)
(47, 35)
(47, 36)
(47, 38)
(47, 40)
(47, 41)
(47, 43)
(47, 44)
(47, 46)
(47, 47)
(47, 48)
(47, 49)
(47, 50)
(47, 52)
(47, 53)
(47, 54)
(47, 55)
(47, 56)
(47, 57)
(46, 59)
(45, 60)
(45, 62)
(45, 61)
(45, 59)
[END]
[START]
(45, 14)
(46, 13)
(48, 13)
(48, 12)
(49, 12)
(50, 12)
(52, 12)
(54, 12)
(56, 12)
(58, 12)
(60, 12)
(63, 13)
(66, 14)
(67, 14)
(68, 14)
(69, 14)
(70, 15)
(71, 16)
(73, 16)
(74, 17)
(75, 17)
(76, 19)
(77, 20)
(79, 22)
(79, 23)
(80, 24)
(81, 24)
(81, 25)
(81, 26)
(81, 27)
(82, 28)
(82, 29)
(82, 30)
(81, 31)
(80, 31)
(79, 31)
(78, 31)
(77, 31)
(76, 31)
(74, 31)
(73, 31)
(72, 31)
(71, 31)
(70, 31)
(69, 31)
(68, 31)
(67, 32)
(65, 33)
(63, 33)
(62, 33)
(60, 34)
(60, 35)
(59, 35)
(58, 35)
(56, 36)
(55, 36)
(54, 37)
(53, 37)
(52, 38)
(51, 38)
[END]
[START]
(52, 38)
(53, 38)
(55, 38)
(56, 38)
(57, 38)
(59, 38)
(60, 38)
(62, 38)
(63, 38)
(64, 38)
(66, 39)
(67, 39)
(68, 39)
(69, 39)
(70, 39)
(71, 39)
(72, 39)
(73, 40)
(73, 41)
(74, 41)
(74, 42)
(74, 43)
(74, 44)
(74, 45)
(74, 46)
(74, 47)
(74, 48)
(74, 49)
(73, 50)
(73, 51)
(72, 51)
(71, 52)
(69, 54)
(68, 55)
(66, 55)
(64, 55)
(63, 55)
(62, 55)
(61, 55)
(60, 55)
(59, 56)
(57, 57)
(56, 57)
(53, 57)
(52, 57)
(50, 57)
(49, 57)
(48, 57)
[END]
