[START]
(55, 20)
(54, 20)
(51, 21)
(49, 21)
(48, 21)
(47, 22)
(46, 23)
(44, 23)
(44, 24)
(43, 24)
(43, 25)
(42, 25)
(42, 26)
(41, 27)
(41, 29)
(41, 30)
(41, 32)
(41, 33)
(41, 35)
(41, 36)
(41, 38)
(41, 40)
(42, 41)
(43, 43)
(43, 44)
(44, 45)
(45, 45)
(47, 46)
(48, 46)
(50, 46)
(52, 46)
(54, 45)
(55, 45)
(57, 44)
(59, 43)
(60, 41)
(60, 39)
(61, 37)
(61, 36)
(61, 34)
(61, 33)
(61, 32)
(61, 30)
(61, 29)
(61, 28)
(61, 27)
(61, 25)
(61, 24)
(61, 23)
(61, 22)
(61, 20)
(60, 19)
(59, 18)
(59, 17)
(58, 17)
[END]
