[START]
(75, 23)
(71, 22)
(69, 21)
(67, 21)
(65, 20)
(63, 20)
(62, 20)
(60, 20)
(58, 20)
(56, 20)
(55, 20)
(54, 20)
(52, 20)
(51, 20)
(50, 20)
(49, 20)
(47, 20)
(46, 20)
(45, 20)
(44, 20)
(42, 20)
(41, 20)
(40, 20)
(39, 20)
(38, 20)
(36, 21)
(35, 22)
(34, 22)
(33, 23)
(32, 24)
(32, 25)
(32, 26)
(32, 28)
(31, 31)
(30, 32)
(30, 33)
(30, 34)
(30, 35)
(30, 37)
(30, 38)
(30, 39)
(30, 40)
(30, 42)
(31, 44)
(32, 45)
(33, 46)
(34, 47)
(34, 48)
(35, 49)
(35, 50)
(36, 50)
(37, 50)
(39, 51)
(41, 52)
(42, 52)
(44, 53)
(45, 54)
(46, 54)
(47, 54)
(48, 54)
(49, 54)
(50, 54)
(51, 54)
(53, 54)
(54, 54)
(55, 54)
(56, 54)
(57, 54)
(58, 54)
(60, 54)
(61, 54)
(63, 53)
(63, 52)
(64, 52)
(66, 52)
(67, 52)
(68, 51)
(69, 51)
[END]
