[START]
(34, 17)
(34, 18)
(34, 20)
(34, 21)
(34, 23)
(34, 25)
(34, 27)
(34, 29)
(34, 31)
(34, 33)
(34, 34)
(34, 35)
(34, 36)
(34, 37)
(34, 38)
(34, 39)
(34, 40)
(34, 41)
(34, 42)
(34, 43)
(34, 44)
(34, 45)
(34, 47)
(34, 48)
(34, 49)
[END]
[START]
(35, 18)
(36, 18)
(38, 19)
(40, 20)
(41, 21)
(42, 22)
(45, 24)
(47, 25)
(48, 27)
(50, 28)
(50, 29)
(52, 30)
(53, 31)
(54, 31)
(55, 32)
(56, 33)
(56, 34)
(57, 34)
(58, 34)
(59, 34)
(61, 33)
(61, 31)
(63, 31)
(63, 29)
(65, 29)
(65, 27)
(67, 27)
(68, 25)
(70, 25)
(71, 23)
(72, 23)
(73, 22)
(73, 21)
(74, 21)
(75, 20)
(76, 19)
(76, 18)
(77, 17)
[END]
[START]
(77, 18)
(77, 21)
(77, 23)
(77, 25)
(77, 27)
(77, 29)
(77, 31)
(77, 33)
(77, 35)
(77, 36)
(77, 37)
(77, 38)
(77, 39)
(77, 40)
(77, 41)
(77, 42)
(77, 43)
(77, 44)
[END]
