[START]
(36, 12)
(36, 14)
(36, 16)
(36, 18)
(36, 20)
(36, 23)
(36, 26)
(36, 28)
(36, 30)
(36, 32)
(36, 33)
(36, 34)
(36, 35)
(36, 36)
(36, 37)
(36, 38)
(36, 39)
(36, 40)
(36, 41)
(36, 42)
(36, 43)
[END]
[START]
(37, 26)
(38, 26)
(39, 26)
(41, 26)
(43, 26)
(44, 26)
(45, 26)
(46, 26)
(48, 26)
(49, 26)
(50, 26)
(52, 26)
(53, 26)
(55, 26)
(56, 26)
(57, 26)
(58, 26)
[END]
[START]
(64, 14)
(64, 16)
(64, 18)
(64, 21)
(64, 24)
(64, 27)
(64, 30)
(64, 33)
(64, 37)
(64, 40)
(64, 44)
(64, 46)
(64, 47)
(64, 49)
(64, 50)
(64, 51)
[END]
