[START]
(68, 14)
(67, 14)
(66, 14)
(65, 14)
(62, 15)
(61, 15)
(60, 15)
(59, 15)
(57, 16)
(55, 17)
(54, 17)
(53, 17)
(51, 18)
(50, 19)
(48, 20)
(46, 21)
(45, 21)
(43, 22)
(42, 23)
(41, 24)
(40, 25)
(38, 26)
(37, 28)
(37, 30)
(36, 31)
(36, 32)
(36, 33)
(36, 34)
(36, 35)
(36, 36)
(37, 37)
(37, 38)
(38, 38)
(40, 39)
(42, 40)
(43, 40)
(45, 41)
(46, 41)
(47, 41)
(48, 41)
(51, 41)
(54, 41)
(58, 40)
(61, 39)
(64, 39)
(66, 37)
(68, 36)
(70, 35)
(73, 34)
(75, 33)
(76, 31)
(78, 29)
(79, 27)
(79, 25)
(80, 22)
(81, 20)
(81, 19)
(81, 18)
(81, 17)
(80, 16)
(79, 16)
(78, 15)
(77, 15)
(76, 15)
(75, 15)
(74, 15)
(73, 15)
(71, 15)
(70, 15)
(68, 16)
(67, 16)
(66, 16)
(65, 16)
[END]
[START]
(59, 32)
(60, 33)
(61, 34)
(62, 36)
(63, 38)
(64, 41)
(66, 44)
(68, 46)
(70, 48)
(71, 50)
(72, 51)
(72, 52)
(72, 53)
(73, 53)
(74, 51)
[END]
